audio,transcription,real transcription
myaudio/12441272.wav, فهمیدانه اش سخت نیست. تو میکه سورخ شا ده بود جواب داد.,فهمیدنش سخت نیست تومک که سرخ شده بود جواب داد منم
myaudio/12441279.wav, بشاما تبریش میگم چان خیلی سباس اما لبخندش از تهدل نبود,به شما تبریک می گم چون خیلی زیباست اما لبخند اش از ته دل نبود
myaudio/12441282.wav, مهربون تارین دوختری هستی که میشنسم. مطوجه شد که به او تو گفته هست. این...,مهربون ترین دختری هستی که میشناسم متوجه شد که به او تو گفته است این
myaudio/12441284.wav," چند روز بعد, حوا بیتر شده بود. ورف به همان سور اتی که میبارید آب شده بود و چمنزار",چند روز بعد هوا بهتر شده بود برف به همان سرعتی که می بارید آب شده بود و چمنزار
myaudio/12441288.wav, سندخای افر با دقت تمام در ته کشدی قرار دادشدند. روز حرکت،,صندوق های ابر با دقت تمام در ته کشتی قرار داده شدند روز حرکت
myaudio/12441291.wav, روی سنگینش هست و از جیوش کاگزی بیرونا ورد که بنظر میرسید یک سوخن رانی تولانی روی آن نبشتش ده بود.,روی سنگی نشست و از جیبش کاغذی بیرون آورد که به نظر می رسید یک سخنرانی طولانی روی آن نوشته شده بود
myaudio/12441299.wav, هالا بالا آمده بودو ملوانان بادبان های سفیت راب بالا بورده بودند. دلوار,حالا بالا آمده بود ملوانان بادبانهای سفید را بالا برده بودند دلاور
myaudio/12441300.wav, خیلی زود با باد به حرکت گرامد و مستقین با سورات بسمت بالا حرکت که ات و این,خیلی زود با باد به حرکت درآمد و مستقیم با سرعت به سمت بالا حرکت کرد و این
myaudio/12441397.wav, خیلی پیر شده بود، ولی منونو شناخت هم. اون زیر درخت کمی اصداد ده شهره منو تماشا کنه.,خیلی پیر شده بود ولی من اونو شناختم اون زیر درخت کمی ایستاد تا شهر امون رو تماشا کنه
myaudio/12441398.wav, حالتی قمگین و متفکرانداشت. من روی شاخد درست دو میتش بلا سره وموایستده بودم.,حالتی غمگین متفکرانه داشت من روی شاخه درست دو متر بالا سر اون وایساده بودم
myaudio/12441401.wav, از اون خاصتم تا بخاطفه رو تمام اگه قموا و گوسته های که با ایسش خودم بودم. با ایسه گوسته یه اون و مادرم.,از اون خواستم تا به خاطر تمام غما غصه هایی که باعث اش خودم بودم باعث غصه ی اونو مادرم
myaudio/12441409.wav, و هر دو اشان را خیس کرد. این با از شد که گفتیگو یا انها قد شفد.,و هر دو اشان را خیس کرد این باعث شد که گفتگوی آنها قطع شود
myaudio/12441410.wav, فردای ان روز حوالی ساعت نوح، یک شگر جاشوی جوان،,فردای آن روز حوالی ساعت نه یک شاگرد جاشوی جوان
myaudio/12441412.wav, کفشهای اشرا پوشیت و بلا فاصل بیرون رفت. همیه تچیزات از قبل جمشده بود، لحظی آخر بیتومکت.,کفش هایش را پوشید و بلافاصله بیرون رفت همه ی تجهیزات از قبل جمع شده بود لحظه ی آخر به تومک
myaudio/12441413.wav, اینکه خواورده بودند چون او فقط یک مصافر بود ملوانان ایستاده بودند مثل مجست سمخوایه سنگی,خبر داده بودند چون او فقط یک مسافر بود ملوانان ایستاده بودند مثل مجسمه های سنگی
myaudio/12441418.wav, هر گونه امالیاتی بیفایده از ما مستقیم به سمتر رنگون کمان کشکی دمیشیم. دلاور خیلی خوب جنگیده.,هرگونه عملیاتی بی فایده است ما مستقیم به سمت رنگین کمان کشیده میشیم دلاور خیلی خوب جنگیده
myaudio/12441419.wav, اما از حالا بباد به وسیله نیروی مغاومتنا پذیر کشیدمیشه. نمیدونم ان طرف چه چیزی هست.,اما از حالا به بعد به وسیله ی نیرویی مقاومت ناپذیر کشیده میشه نمیدونم اون طرف چه چیزی هست
myaudio/12441420.wav, فقط میدونم که هیچ کس از انجا بر نگاشتی. همین تور بایت بگم که از این لحظه بباد.,فقط می دونم که هیچ کس از اونجا برنگشته همین طور باید بگم که از این لحظه به بعد
myaudio/12441421.wav, هر کدوم از شما در انجام وزایفتون آزاد و راها هستید.,هر کدوم از شما در انجام وظایف اتون آزاد رها هستین
myaudio/12441422.wav, شما هجازداری ده از قایقه بزول مرای نجات خودتون استفاد کنید و فرار کنید.,شما اجازه دارید از قایق های بزرگ برای نجات خودتون استفاده کنید فرار کنید
myaudio/12441423.wav, من ام در برا برا کوسه های که این گسمت از اغیانو سوه اشکال کردن مراقبتون هستم یا حتا اصلا میتونیت بمونیت,منم در برابر کوسه هایی که این قسمت از اقیانوس اشغال کردن مراقبت اتون هستم یا حتی اصن میتونید بمونید
myaudio/12441425.wav, از شوزا عتد شوش مگیر تومس باس کذاری می کدهم و اما در باره یه خودم بایت بگم که بیشک من,از شجاعت چشمگیر اتون سپاسگزاری می کنم و اما درباره ی خودم باید بگم که بی شک من
myaudio/12441426.wav, با دل آور میمونم. در پایان از کسایی که قستر رفتندارن میخم که,با دلاور می مونم در پایان از کسایی که قصد رفتن دارن می خوام که
myaudio/12441427.wav, خودشونو زود تر به آپ بندازن چون بناظر میره سه سورات کشتی رو به افزایشه,خودشون زودتر به آب بندازن چون به نظر میرسه سرعت کشتی رو به افزایشه
myaudio/12441429.wav, دست برشانهای یک تیگر گزاشتند و بیان که چشم بردارند به روبروی شان خیرمندند.,شدند دست بر شانه های یکدیگر گذاشته اند و بی آن که چشم بر دارند به روبروی اشان خیره ماندند
myaudio/12441430.wav, از انجای که تو میک هنوز تردید داشت,از آنجایی که تومک هنوز تردید داشت یکی از از آنجایی که تومک هنوز تردید داشت
myaudio/12441436.wav, منزره اید با شکوه تر از ایندرن نمی شا تصبور چه ات.,منظره ی باشکوه تر از این را نمی شد تصور کرد تومک
myaudio/12441437.wav, باشنیدن این موسیقی آسمانی با خود فش کرد که اگر این پایان را هست باید گفت که ما در زیاده,با شنیدن این موسیقی آسمانی با خود فکر کرد که اگر این پایان راه است باید گفت که ما در
myaudio/12441440.wav, و بزودی برای دیدن رنگینکمان میبایست سرش راب به اگه برگر تا رد. رنگینکمان اندکمان,و به زودی برای دیدن رنگین کمان می بایست سرش را به عقب برگرداند رنگین کمان اندک
myaudio/12441441.wav, و سرنجام کاملن ناپدید شود.,اندک کمرنگ شد متلاشی شد و سرانجام کاملا ناپدید شد
myaudio/12441442.wav, و هنگامی که نگاه همه برورو بروی شن بود چیزی جوز اغیانوس ساکت و آرام دتیتند.,و هنگامی که نگاه همه به روبروی اشان بود چیزی جز اقیانوس ساکت آرام ندیدند
myaudio/12441443.wav, دلوار همچنان چندگیگهی در دل سکوت سور خورده جلو رفت. یکی از جاشوها,دلاور همچنان چند دقیقه ای در دل سکوت سر خورد جلو رفت یکی از جاشو ها
myaudio/12441445.wav, جزیره جزیره یه بیدی و نظرد نمی رسید، بر آقص، سر سبز بود، و هم زمان با نزدیق شدن امان،,جزیره جزیره ی بدی به نظر نمی رسید برعکس سرسبز بود و همزمان با نزدیک شدن امان
myaudio/12441446.wav, مطوجه کلبهای جدگانه ایشدیم که منند خانهای کوچه که بچهها بود. دلاور,متوجه کلبه های جداگانه ای شدیم که مانند خانه های کوچک بچه ها بود دلاور
myaudio/12441447.wav, خود به خود بسمت بندری که کشتی های بادبانی اش، تناب هایشان کشیدش ده بود هدایت شد. بندر چند ست میتر شد.,خود به خود به سمت بندری که کشتی های بادبانی اش طناب های اشان کشیده شده بود هدایت شد بعد از چند صد متر
myaudio/12441449.wav, زیره لب گفت خود بلگه من این امکان ندره دارم خواب میوینا,زیر لب گفت خدای من این امکان نداره دارم خواب میبینم تومک
myaudio/12441450.wav, این هت زیر رو چرده باشت. اما خیلی زود این هتر برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده بر,لحظه ای از خود پرسید یعنی چه چیزی می تواند کاپیتان را تا این حد زیر رو کرده باشد اما خیلی زود
myaudio/12441451.wav, از جواب سوالهای اشرا پیدا کرد اول انکشدی که دیده میشد اسمش اومید بود، دوبام انکشدی,جواب سوال هایش را پیدا کرد اولین کشتی که دیده می شد اسمش امید بود دومین کشتی
myaudio/12441454.wav, شراره، اغیانوز، و دیگری یو دیگری که آنها فکر می کردند برای همیش ناپدیت شدند.,شراره اقیانوس و دیگری دیگری که آنها فکر می کردند برای همیشه ناپدید شده اند
myaudio/12441458.wav, هز کرد که او خیلی بیش در شبیه دوختر کچه لوخای ده کده یه افرساس هاست. فقط پوستش خیلی تیره بود.,حس کرد که او خیلی بیشتر شبیه دخترکوچولوهای دهکده ی ابر ساز هاست فقط پوست اش خیلی تیره بود
myaudio/12441459.wav, تقریبا سیاه بود. در همان حال که دلاور آرام جایش را در ادامه کشتیهای دیگر پیدا می کرد،,تقریباً سیاه بود در همان حال که دلاور آرام جایش را در ادامه ی کشتی های دیگر پیدا می کرد
myaudio/12441467.wav, اینگار که این آدمها را هم میشن اصد و هم نمیشن اصد. بنظر میرسید که بسیاری از مردان هم دیگر را,انگار که این آدم ها را هم می شناسد و هم نمی شناسد به نظر می رسید که بسیاری از مردان هم دیگر را
myaudio/12441469.wav, قدشان خوب بود و پوستشان خیلی قهوهی ناگه هان یکی از جاشوها فریاد کشید سنان برادر,قدشان خوب بود پوست اشان خیلی قهوه ای ناگهان یکی از جاشوها فریاد کشید سلام برادر
myaudio/12441475.wav, یکی پس از دیگری همه یه مردان گروخ یک امو یک دوست برادری بزارگ,یکی پس از دیگری همه ی مردان گروه یک عمو یک دوست برادری بزرگ
myaudio/12441476.wav, و بسیاری از افرادی که دوستشان داشتند و فکر دند انها برای عباد ناپدی چودند و ان همه برایشان گریه کرده بودند را,و بسیاری از افرادی که دوست اشان داشتند فکر می کردند آنها برای ابد ناپدید شده اند و آن همه برایشان گریه کرده بودند را
myaudio/12441477.wav, ناگهان در این جزیره ناشن اخته می دیدند و می توانستند انهارا در آقوششان بفشارند.,ناگهان در این جزیره ی ناشناخته می دیدند و می توانستند آنها را در آغوششان بفشارند
myaudio/12441480.wav, آنها تا مدتها در آغوشه هم بودند. وقتی اولین احساسات کم رنکر شود.,آن ها تا مدت ها در آغوش هم بودند وقتی اولین احساسات کم رنگ تر شد
myaudio/12441483.wav, فروکردن دندان بر میوهای عابدار و نوشیدن شیره خرما لزتی آسمانی داشت.,فرو کردن دندان در میوه های آبدار و نوشیدن شیره ی خرما لذتی آسمانی داشت
myaudio/12441484.wav, مغه دسر هم از هم جداش دن و هرکس دومبال فامیل خود رفت,موقع دسر هم از هم جدا شدند و هر کس دنبال فامیل خود رفت
myaudio/12441486.wav, آنها بشیوه یا مردم آنجا روی حسی روینش استند و دوختری جوان برایشان گهر آورد.,آنها به شیوه ی مردم آنجا روی حصیری نشستند و دختری جوان برای اشان قهوه آورد
myaudio/12441634.wav, هنگامی که خاصت بسمت رنگین کمان پارو وزند. برای اولین بار سدای جیر جیری پیدر پیو شمید شد.,هنگامی که خواست به سمت رنگین کمان پارو بزند برای اولین بار صدای جیرجیری پی در پی شنیده شد
myaudio/12441640.wav, که همه که از خود می پرسید که های هنوز خوم در رکحه اشجریان دارد؟ میلرزید، چون سرمای مرتوبی روی آپ.,تومک از خود می پرسید که آیا هنوز خون در رگ هایش جریان دارد می لرزید چون سرمای مرطوبی روی آب
myaudio/12441641.wav, ساکرت برای گرم شدن کمی پارو بزندد ولیقا یک سنتی مدر هم جاوه جانه می شد.,پهن شده بود سعی کرد برای گرم شدن کمی پارو بزند ولی قایق یک سانتی متر هم جابجا نمی شد
myaudio/12441650.wav, و جای شکی نبود که ناخنهای سی آهش در مشدش فرور رفت بودند و از آن طرف بیرونزت بودند.,و جایی شکی بود که ناخن های سیاهش در مشتش فرو رفته بودند و از آن طرف بیرون زده بودند او
myaudio/12441651.wav, او تاب میخورد و لبخند بیزد، اما نگاه اغاب ما نندش را از روی تومک بر نبیداشت.,تاب می خورد و لبخند می زد اما نگاه عقاب مانندش را از روی تومک بر نمی داشت
myaudio/12441830.wav, پیچکهای که تنهها را به هم به وندد و سنکهای بورنده برای بوریدن پیچکها. گرچه برای انجام کارش,پیچک هایی که تنه ها را به هم ببندد و سنگ های برنده برای بریدن پیچک ها گرچه برای انجام کارش
myaudio/12441831.wav, لزت بسیاری بورد و در چند ساعت بیخص دیگی کارشن جام شد ولی یک لحظه ترس ناکم وجود داشت.,لذت بسیاری برد و در چند ساعت بی خستگی کارش انجام شد ولی یک لحظه ی ترسناک هم وجود داشت
myaudio/12441833.wav, خایی کارد و جانوار کچو دو هم سرش را از راست بچبت کن داد. گوی داشت می گفت خوبیش نمیره نه.,خواهی کرد و جانور کوچولو هم سرش را از راست به چپ تکان داد گویی داشت میگفت خوب پیش نمیره نه
myaudio/12441836.wav, و آبره از لای انگوشت هایش جریان میدد. دلاش میخواست ازان آب بخورت ولی هنوز شور بود.,و آب را از لای انگشت هایش جریان می داد دلش می خواست از آن آب بخورد ولی هنوز شور بود
myaudio/12441837.wav, با خود گفت، هتمن یه مقدار بلا تر شوریش چمتر میشه دیگر شب فرار رسیده بود,با خود گفت حتما یه مقدار بالاتر شوریش کمتر میشه دیگر شب فرا رسیده بود
myaudio/12441839.wav, سدای قرش اوگیانوس را نمیشنید خودش خیلی خوب بود. ازان لحظه ببت آرامش زیادی اورا در برگرفت.,صدای غرش اقیانوس را نمی شنید خودش خیلی خوب بود از آن لحظه به بعد آرامش زیادی او را در بر گرفت داشت
myaudio/12441846.wav, این بار نور خرشیت بیدارش کرد. درختان اتراف حالا شاق و برکهایشان را جم کرده بودند.,این بار نور خورشید بیدارش کرد درختان اطراف حالا شاخ برگ هایشان را جمع کرده بودند آنها
myaudio/12441847.wav, کش میامدند یکی بہتر از دیگری. تماشا یانحان لزت بخش بود. انگار مصری بود.,کش آمدند یکی بهتر از دیگری تماشای آنها لذت بخش بود انگار مسری بود
myaudio/12441848.wav, بالا یه سره تومک دو سن جاب میوه کش آمدند و تومک هم ادای اونها را درورد.,بالای سر تومک دو سنجاب میوه کش آمدند و تومک هم ادای آنها را درآورد
myaudio/12441849.wav, وعد از خردن کمی از شیره زردالو و میوههای گناگون شروب بارزدن کلکد.,بعد از خوردن کمی از شیره ی زردآلو و میوه های گوناگون شروع به بار زدن کلک کرد
myaudio/12441850.wav, خودود دهتای از نارگیلهای گنده و پورا از شیره لزیز را روی کلک بورد. این میتبانست به وقتش برای او,حدود ده تایی از نارگیل های گنده و پر از شیره ی لذیذ را روی کلک برد این می توانست به وقتش برای او
myaudio/12441851.wav, بهترین خراکی باشت. همین تور چند زردالوی قول پیکر را برای رف اتشنگی با خود بورد.,بهترین خوراکی باشد همینطور چند زردآلوی غول پیکر را برای رفع تشنگی با خود برد
myaudio/12441852.wav, در پایان پا روی زیبای از پوست درخت آماده کد روی کدک پرید و با کامک چوبش,در پایان پاروی زیبایی از پوست درخت آماده کرد روی کلک پرید و با کمک چوب اش
myaudio/12441853.wav, کلکرا از ساهل دور کت. تا از انجا دور شود و وصد رود خانه,کلک را از ساحل دور کرد تا از آنجا دور شود و وسط رودخانه
myaudio/12441854.wav, بتعادل برستت. دو بار دور خودش چرخید و بعد باجریان اپ راحی شد.,به تعادل برسد دو بار دور خودش چرخید و بعد با جریان آب راهی شد
myaudio/12441855.wav, آرامشی بیشتر از این قابل تصفور نبود. تو میک و خود گفت اگه بهشت وجود داشته باشه,آرامشی بیشتر از این قابل تصور نبود تومک با خود گفت اگه بهشت وجود داشته باشه
myaudio/12441856.wav, هتمای شبی اینجا ستی. تو تیهای کوچک به رنگ های درخشان و چشم گیر، بیانکه بتر سند،,حتما شبیه اینجاست طوطی هایی کوچک به رنگهای درخشان چشمگیر بی آنکه بترسند
myaudio/12441857.wav, روی کلکمینش استند و به میوها نکمیستد. پراندنان ها فایدهی نداشت چون توبار می آمدند.,روی کلک می نشستند و به میوه ها نوک می زدند پراندن آن ها فایده ایی نداشت چون دوباره می آمدن
myaudio/12441858.wav, بلخره تو میکتسمیم گرفتا آنها را به حال خودشان راها کنه. تمام بعد از اور گافهای دریایی رای.,بالاخره تومک تصمیم گرفت تا آنها را به حال خودشان رها کند تمام بعد از ظهر گاوهای دریایی
myaudio/12441860.wav, بین کتیب، آن روز بیانکه هیچ اتفاقی آرامش اش رابه هم بزندد بپایان خود رسید. شب تو میک ای که اینکه برده اینکه برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده برده بر,به این ترتیب آن روز بی آنکه هیچ اتفاقی آرامشش را به هم بزند به پایان خود رسید شب تومک
myaudio/12441861.wav, از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از ا,کنار رودخانه اطراق کرد و صبح زود سفر آرام اش را از سر گرفت نزدیکی های ظهر بود که در دور دست
myaudio/12441862.wav, از دیواری درخشان را رو برو یشدید که جلوی رود خانرا ست کرده بود. نزدیکتر کشود,دیواری درخشان را روبروی اش که جلوی رودخانه را سد کرده بود نزدیک تر که شد
myaudio/12441865.wav, چه سر و سدائی، چه گلگولی داش، چه قدر و ترس ناک بود. با خودش گفت، این مجز از،,چه سر صدایی چه غل غلی داشت چقدر ترسناک بود با خودش گفت این معجزه است
myaudio/12441867.wav, با پارویش را گرفت و تلاشکت به ساهل برسد. نتبان است خیلی زود به ساهل برسد و بجریان اونید.,پارویش را گرفت و تلاش کرد به ساحل برسد نتوانست خیلی زود به ساحل برسد و به جریان
myaudio/12441868.wav, از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از اینجای از ا,آب وارونه برخورد کرد قسمت جلویی کلک به طرف بالا کشیده شد در یک لحظه
myaudio/12441869.wav, فکش رشیرین قلبه بر جازبه یه زمین در سرش چرخید. فکش کرد جریان عاب دارد اورا به آسمان میبرد. شاید،,فکر شیرین غلبه بر جاذبه ی زمین در سرش چرخید فکر کرد جریان آب دارد او را به آسمان می برد شاید
myaudio/12441871.wav, براحتی تا سخره پرنک نارساهیل شنا کرد. همه یه لباس هایش را درارا ورد,به راحتی تا صخره ی پهن کنار ساحل شنا کرد همه ی لباس هایش را درآورد
myaudio/12441874.wav, میگوزارش تا جریان اپ اورا چندی میتر بلا به برد. بات خندان و فریاد زنان مثل آدم های مست.,می گذاشت تا جریان آب او را چندین متر بالا ببرد بعد خندان فریاد زنان مثل آدمهای مست
myaudio/12441875.wav, بدا نلوختش در آن سکوت امیغ رودخانه با سدای شلاپه ایرت انگیزی,سقوط آزاد می کرد بدن لخت اش در آن سکوت عمیق رودخانه با صدای شلاپ حیرت انگیزی
myaudio/12441876.wav, در بین ماهیهای شگیفت زد سقوت می کرد. جای تردی دینا بود که این مکان همان جا پود.,در بین ماهی های شگفت زده سقوط می کرد جای تردیدی نبود که این مکان هم آنجا بود
myaudio/12441877.wav, یعنی قبل از او چند نفر تبان استبودند در آب این رودخانه شنکنند. اینجا چیزی عبادی وجود دارد.,یعنی قبل از او چند نفر توانسته بودند در آب این رودخانه شنا کنند اینجا چیزی ابدی وجود دارد
myaudio/12441878.wav, از پا افتاد از خستگی یه خوشبختی رو یه سنگی دراس کشید و خود را بدست نوازش شیرین اافتاب.,از پا افتاده از خستگی خوشبختی روی سنگی دراز کشید و خود را به دست نوازش شیرین آفتاب
myaudio/12441882.wav, و خیلی زود موسمین شد که قایقی دارت نزدیک میشه بد. یک کلک شاید مثل کلک خودش.,و خیلی زود مطمئن شد که قایقی دارد نزدیک می شود یک کلک شاید مثل کلک خودش
myaudio/12441888.wav, امام نفر دو ووم که پوشت اوپن هان شده بود چکه هسی بود. این بدن تنومند ماله چکه هسی بود.,اما نفر دوم که پشت او پنهان شده بود چه کسی بود این بدن تنومند مال چه کسی بود تومک فقط می توانست
myaudio/12441890.wav," وقتی به هم نزد اکتر شدند, هانا رویقای غیستاد. بدنش یکسد. بیتر دیت تو میکراش ناخته بود.",وقتی به هم نزدیک تر شدند هانا را روی قایق ایستاد بدن اش یخ زد بی تردید تومک را شناخته بود
myaudio/12441891.wav, اما حنوز موطمئن نبود. وقتی کاملن موطمئن شود از شادي شروع به حرکت و رقصی شادمان کهت.,اما هنوز مطمئن نبود وقتی کاملا مطمئن شد از شادی شروع به حرکت رقصی شادمانه کرد
myaudio/12441897.wav, از آب بیرو نامت، پرسید؟ اسم چی؟ تومک که کاملن مبکود شده بود گفت؟,از آب بیرون آمد پرسید اسمت چیه تومک که کاملا مبهوت شده بود گفت
myaudio/12441903.wav, با تردید گفت،,نه یک آدم ولی فهمیدن اینکه چه جانوری ایست سخت بود با تردید گفت
myaudio/12441904.wav, خیرسه؟ هناج اواب داد در واقعی نه فکمیکنن بیشتر به نوعی پنداشه بیه,خرسه هانا جواب داد در واقع نه فکر می کنم بیشتر به نوعی پاندا شبیه
myaudio/12441905.wav, نه پنجه داره ندندون تیز فقط از برگه درخته میخوره در همین لسته خیرس در آب,نه پنجه داره نه دندون تیز فقط از برگ درختا میخوره در همین لحظه خرس در آب
myaudio/12441906.wav, واش گن چود و با با زحمت زیاد تا سخر دست و پاسد. بختبال آمد بنظر رسید که نیمی از حجمش راز دست داته است.,واژگون شد و با زحمت زیاد تا صخره دست پا زد وقتی بالا آمد به نظر رسید که نیمی از حجم اش را از دست داده است
myaudio/12441907.wav, این موزو با از شوط هانا کلی سرگرم شه ود و بخندد.,این موضوع باعث شد تا هانا کلی سرگرم شود و بخندد هانا
myaudio/12441909.wav," کارش را شروع کرده بود، و تومه که بیچار را مثل موش اپ کشیده کرده بود. هنان, با اوگا تلخی گفت",کارش را شروع کرده بود و تومک بیچاره را مثل موش آب کشیده کرد بود هانا با اوقات تلخی گفت
myaudio/12441913.wav, او میربانو بامزه بود. نگاهه تومک از پنده به هانا و از هانا به پنده درفت آمد بود.,او مهربان بامزه بود نگاه تومک از پاندا تا به هانا و از هانا به پاندا در رفت آمد بود
myaudio/12441914.wav, اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجای اینجا,او هر شکلی از دیدار دوباره ی دختر آبنبات را تصور کرده بود اما هرگز
myaudio/12441915.wav, فکرش را هم نکرده بود که این دیدار زیر نظره یک پنده قول پی کری که دست عشرا بسوی او دراز کرده اتفاق بیافتد.,فکرش را هم نکرده بود که این دیدار زیر نظر یک پاندای غول پیکری که دستش را به سوی او دراز کرده اتفاق بیفتد
myaudio/12441916.wav, با خود گفت زندگی خیلی بیشتر از من تو خودش چیزه جالب داره و بعد,با خود گفت زندگی خیلی بیشتر از من توو خودش چیزای جالب داره و بعد
myaudio/12441917.wav, پنجه پانجا رافه شورد. تو ماک و هانا آنگات رحف برای گفتند داشتند که نمیدانستند از کجا بایت شروع کنند.,پنجه ی پاندا را فشرد تومک و هانا آنقدر حرف برای گفتن داشتند که نمی دانستند از کجا باید شروع کنند
myaudio/12441918.wav, هزار سوال روی لبهایشان جمشده بود، و ممکن نبود که همرا بیگیک باره جواب دهند.,هزار سوال روی لب های اشان جمع شده بود و ممکن نبود که همه را به یک باره جواب دهند تومک
myaudio/12441919.wav, با این سوال شروکت. وقتی تو جنگل فرموشی بودی هنگوفت.,با این سوال شروع کرد وقتی تو توو جنگل فراموشی بودی هانا گفت
myaudio/12441920.wav, چنگل چی؟ تو میک باید برای اشتوزی میداد. او بیان کن نامش را بدانت از اندراد شده بود.,جنگل چی تومک باید برایش توضیح می داد او بی آنکه نامش را بداند از آنجا رد شده بود
myaudio/12441921.wav, اما جیغه وحشت ناکی که با اس شده بود ماری و تومق لرز بندامشن بیافتتت از او بود.,اما جیغ وحشتناکی که باعث شده بود ماری و تومک لرزه به اندام اشان بیفتد از او بود
myaudio/12441925.wav, کاملن تو یه گوشش بودن فکرش بکن کاملن تو گوشه یه خیرس تو همیتون استن بولند فریاد کشیدن با تمام قوان,کاملا توی گوشش بودم فکرشو بکن کاملاً توو گوش یه خرس تا می تونستم بلند فریاد کشیدم با تمام قوا
myaudio/12441926.wav, ممیتنم خیلی بولن چیخ بکشم میدونی؟ میخوای بیش نوی؟ تو میگوف؟ اه نا لازم نیس، من هرفتو باور میکنم,من میتونم خیلی بلند جیغ بکشم میدونی میخوای بشنوی تومک گفت نه لازم نیست من حرفتو باور می کنم
myaudio/12441927.wav, خیرستیگه دیوانه شده بود، فکر دن پرده یه سماخشو پاره کرده باشه. بعد از گوشش پانی نفت دا دا با...,خرس دیگه دیوونه شده بود فکر کنم پرده ی صماخ اش پاره کرده باشم بعد از گوشش پایین افتادم
myaudio/12441929.wav, پره، اون هم مهربونه، تو هم اون همیش نسی؟ انها از همه چیز در همبر هم هفت.,بله اونم مهربونه تو هم اونو میشناسی آنها از همه چیز درهم برهم حرف
myaudio/12441932.wav, زیری درخ خوابیده بودم. صاب زود وقتی که خونکی صب حسمی شود از این که این همه گرمان بود حص خوبی داشتب.,زیر یه درخت خوابیده بودم صبح زود وقتی که خنکی صبح حس می شد از اینکه اینهمه گرمم بود حس خوبی داشتم
myaudio/12441936.wav, راحترزون وجود نداره هم بالشه هم یه لها فهصابی هم بو خاری,راحت تر از اون وجود نداره هم بالش هم یه لحاف حسابی هم بخاری
myaudio/12441937.wav, از طرفی هم این قد آروم که آدم در از چند اگه خوابش میبره. هانا آن نا سخره یه ساهلی را میشناخت.,از طرفی هم انقدر آرومه که آدم در عرض چند دقیقه خوابش میبره هانا نه صخره ی ساحلی را می شناخت
myaudio/12441938.wav, و نجازیره غیره و غیره، چون از راهه دیگر یامده بود که خیلی هم تو لانیتر بود. زیرا با یک کشدیه دیگر بزدیده,و نه جزیره ی غیر واقعی را چون از راه دیگری آمده بود که خیلی هم طولانی تر بود زیرا با یک کشتی دیگر و از
